model,model_image_url
Bowtied 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bowtied_1.tgs
Tuxedo 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tuxedo_1.tgs
Mood Ring 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mood_Ring_1.tgs
Clarity 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Clarity_1.tgs
Lovely Bites 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lovely_Bites_1.tgs
Sweet Star 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sweet_Star_2.tgs
Lovey Dovey 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lovey_Dovey_1.tgs
Glitchberry 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Glitchberry_1.tgs
Strobe 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Strobe_1.tgs
Noir 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Noir_1.tgs
Anniversary 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Anniversary_1.tgs
Spring 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spring_1.tgs
Lady Bites 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lady_Bites_0.tgs
Starberry 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Starberry_1.tgs
Emo Music 2.9%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Emo_Music_2.tgs
A New Hope 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/A_New_Hope_1.tgs
War and Peace 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/War_and_Peace_1.tgs
Pokeball 2.9%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pokeball_2.tgs
Nostradamus 2.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Nostradamus_2.tgs
Einstein 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Einstein_1.tgs
Cheshire Cat 0.6%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cheshire_Cat_0.tgs
Columbus 2.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Columbus_2.tgs
Industrial 2.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Industrial_2.tgs
Steve Jobs 2.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Steve_Jobs_2.tgs
Bitcoin 2.9%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bitcoin_2.tgs
Mauveine 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mauveine_1.tgs
Christmas Carol 2.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Christmas_Carol_2.tgs
Creator 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Creator_0.tgs
Frankenstein 2.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Frankenstein_2.tgs
AC/DC 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/ACDC_1.tgs
Pavel Durov 2.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pavel_Durov_2.tgs
Covid-19 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Covid-19_1.tgs
Zombie Film 1.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Zombie_Film_1.tgs
Qing Dynasty 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Qing_Dynasty_1.tgs
2048 2.9%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/2048_2.tgs
Original Cola 1.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Original_Cola_1.tgs
Van Gogh 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Van_Gogh_1.tgs
Matrix 2.9%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Matrix_2.tgs
Periodic Table 2.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Periodic_Table_2.tgs
First Website 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/First_Website_1.tgs
Balloons 0.6%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Balloons_0.tgs
Gold Mine 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Gold_Mine_0.tgs
Walking Dead 2.9%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Walking_Dead_2.tgs
Wizard Boy 2.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Wizard_Boy_2.tgs
Cyberpunk 2.9%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cyberpunk_2.tgs
Big Brother 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Big_Brother_1.tgs
Night Bat 2.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Night_Bat_2.tgs
Nuclein 2.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Nuclein_2.tgs
Da Vinci 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Da_Vinci_1.tgs
Jelly Year 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Jelly_Year_0.tgs
Picasso 2.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Picasso_2.tgs
Toon Family 1.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Toon_Family_1.tgs
First Flight 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/First_Flight_1.tgs
Sputnik-1 1.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sputnik-1_1.tgs
Frida Kahlo 1.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Frida_Kahlo_1.tgs
Fallout 2.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fallout_2.tgs
Salvador Dali 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Salvador_Dali_1.tgs
Telegram 1.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Telegram_1.tgs
Retrowave 2.9%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Retrowave_2.tgs
Spider Sense 2.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spider_Sense_2.tgs
King of Pop 0.6%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/King_of_Pop_0.tgs
Bikini Bottom 2.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bikini_Bottom_2.tgs
Freddy 2.9%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Freddy_2.tgs
YouTubes 2.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/YouTubes_2.tgs
The Nether 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/The_Nether_0.tgs
The Hobbit 0.6%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/The_Hobbit_0.tgs
Sir Chaplin 0.6%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sir_Chaplin_0.tgs
Game Boy 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Game_Boy_0.tgs
Sherlock 1.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sherlock_1.tgs
Clown 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Clown_2.tgs
Violetta 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Violetta_3.tgs
Shiny Armor 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Shiny_Armor_2.tgs
Biscuit 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Biscuit_2.tgs
Ice Pop 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ice_Pop_3.tgs
Abyss Binky 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Abyss_Binky_2.tgs
Star Fighter 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Star_Fighter_0.tgs
Toxic Slime 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Toxic_Slime_2.tgs
Marmalade 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Marmalade_3.tgs
Crystal Wings 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Crystal_Wings_2.tgs
Gem Seeker 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Gem_Seeker_3.tgs
Illuminati 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Illuminati_3.tgs
Bullet 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bullet_3.tgs
Black Metal 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Black_Metal_2.tgs
Crystal Sky 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Crystal_Sky_2.tgs
Cthulhu 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cthulhu_2.tgs
Baby Lou 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Baby_Lou_2.tgs
Soccer 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Soccer_2.tgs
Rancho 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Rancho_2.tgs
Royal Heir 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Royal_Heir_3.tgs
Victorian 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Victorian_1.tgs
Ice Queen 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ice_Queen_1.tgs
Regent 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Regent_3.tgs
Bloodsucker 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bloodsucker_3.tgs
Brass Knuckles 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Brass_Knuckles_2.tgs
Silver Spoon 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Silver_Spoon_1.tgs
Night Bat 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Night_Bat_1.tgs
Irish Kiss 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Irish_Kiss_3.tgs
Light Bulb 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Light_Bulb_2.tgs
Poison Apple 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Poison_Apple_1.tgs
Red Bull 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Red_Bull_2.tgs
Shellfish 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Shellfish_3.tgs
Cubic 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cubic_2.tgs
Void Watcher 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Void_Watcher_2.tgs
Event Horizon 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Event_Horizon_2.tgs
Christmas 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Christmas_2.tgs
The Ankh 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/The_Ankh_2.tgs
Tribal Skull 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tribal_Skull_1.tgs
Metal Chain 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Metal_Chain_2.tgs
Danger Bot 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Danger_Bot_2.tgs
Grizzly Bear 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Grizzly_Bear_1.tgs
Cupid Ruby 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cupid_Ruby_1.tgs
First Ax 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/First_Ax_2.tgs
Water Lily 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Water_Lily_1.tgs
Leopard 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Leopard_1.tgs
Adult Toy 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Adult_Toy_1.tgs
Peach Flower 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Peach_Flower_1.tgs
Monarch 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Monarch_0.tgs
Red Lipstick 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Red_Lipstick_0.tgs
Lime Factory 3.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lime_Factory_3.tgs
Ring of Roots 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ring_of_Roots_0.tgs
Hamster Wheel 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Hamster_Wheel_1.tgs
Magic Runes 2.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Magic_Runes_2.tgs
Cat Bed 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cat_Bed_1.tgs
Hot Wheel 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Hot_Wheel_1.tgs
Bloody Mary 3.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bloody_Mary_3.tgs
Eclipse 2.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Eclipse_2.tgs
Moon Dust 1.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Moon_Dust_1.tgs
Froge Ring 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Froge_Ring_1.tgs
Soap Bubbles 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Soap_Bubbles_1.tgs
Leopard 3.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Leopard_3.tgs
Yin Yang 3.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Yin_Yang_3.tgs
Duckling 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Duckling_1.tgs
Astro Silver 2.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Astro_Silver_2.tgs
Spectrum 3.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spectrum_3.tgs
Frostband 3.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Frostband_3.tgs
Neo Matrix 0.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Neo_Matrix_0.tgs
Ironwood 2.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ironwood_2.tgs
Fireball 1.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fireball_1.tgs
Atomic Core 2.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Atomic_Core_2.tgs
Black Hole 3.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Black_Hole_3.tgs
Pixel Loot 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pixel_Loot_1.tgs
Line Art 3.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Line_Art_3.tgs
Neon Pulse 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Neon_Pulse_1.tgs
Miami Art 3.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Miami_Art_3.tgs
Zebra 2.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Zebra_2.tgs
Cheese 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cheese_1.tgs
Golden Star 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Golden_Star_1.tgs
Solid Magma 2.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Solid_Magma_2.tgs
Hourglass 0.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Hourglass_0.tgs
Rainbow Halo 2.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Rainbow_Halo_2.tgs
Stratosphere 1.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Stratosphere_1.tgs
Metal Forever 1.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Metal_Forever_1.tgs
Love Whisper 3.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Love_Whisper_3.tgs
Mouse Wheel 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mouse_Wheel_1.tgs
Spatial Grid 0.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spatial_Grid_0.tgs
Goldsmith 0.4%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Goldsmith_0.tgs
Neo Tribe 2.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Neo_Tribe_2.tgs
Thunder Bolt 1.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Thunder_Bolt_1.tgs
Runewood 2.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Runewood_2.tgs
Space Inside 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Space_Inside_1.tgs
Dalmatian 2.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Dalmatian_2.tgs
Duo Vision 2.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Duo_Vision_2.tgs
Highway 1.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Highway_1.tgs
Kraken’s Grip 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Krakens_Grip_1.tgs
Anaconda 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Anaconda_1.tgs
Rainbow 1.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Rainbow_1.tgs
Tiger Amulet 2.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tiger_Amulet_2.tgs
Asteroid 0.4%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Asteroid_0.tgs
Elephant 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Elephant_2.tgs
Bus Guys 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bus_Guys_1.tgs
Billiards 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Billiards_3.tgs
Canada 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Canada_3.tgs
Blue Morpho 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Blue_Morpho_2.tgs
Firefly 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Firefly_0.tgs
Utyan 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Utyan_2.tgs
Ladybug 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ladybug_3.tgs
The Serpent 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/The_Serpent_1.tgs
